osm_type,osm_id,name,category,place,street,housenumber,postcode,phone,phone_alt,website,email,facebook,instagram,opening_hours,lat,lon
node,5939862487,Top Shop,variety_store,,,,,+381184520516,,https://www.top-shop.rs/,,,,Mo-Su 10:00-22:00,43.3113887,21.9363915
way,1007123415,Мере Ниш,variety_store,,,,,,,https://www.meremarketi.rs/,,,,Mo-Su 09:00-21:00,43.3186054,21.8778362
node,11816640284,Мере Ниш 2,variety_store,,,,,,,https://www.meremarketi.rs/,,,,Mo-Su 09:00-21:00,43.3305992,21.8961699
way,473547069,Мере Ниш 3,variety_store,Ниш,Игманска,2a,18000,,,https://www.meremarketi.rs/,,,,Mo-Su 09:00-21:00,43.3097102,21.9121947
node,13958590350,Tačka,vehicle_inspection,,,,,+38118252382,,,,,,Mo-Fr 08:00-17:00,43.3242416,21.8896932
way,473572704,Богдановић ВДМ,vehicle_inspection,Ниш,Мокрањчева,36v,18000,+38118591221,,,gagibogdanovic@gmail.com,,,,43.307255,21.9080866
way,762657673,Гага комерц,vehicle_inspection,,Матејевачки пут,116,,+38118570444,,https://gagakomerc.rs/,gagakomerc@gmail.com,,,,43.3369023,21.9374533
way,403228912,DrPetGood,veterinary,,Византијски булевар,84,18000,018551551,,,drpetgood@gmail.com,,,24/7,43.3228568,21.9317345
node,13260065015,Veterinarski specijalistički institut,veterinary,,Димитрија Туцовића,175,,+381184263301,,https://vsinis.rs/,vsinis@vsinis.rs,,,,43.3163192,21.8465097
node,9467880857,B:PM,watches,Ниш,Обреновићева,36,18000,+381648580287,,https://www.bpmsatovi.com/radnje/12-nis-nis,bpmnis@bpmsatovi.rs,,,Mo-Fr 09:00-21:00; Sa 09:00-17:00,43.319292,21.8949426
node,8898727287,Moment 23,watches,Ниш,Обреновићева,80б,18000,+381645807652,,https://www.momentsatovi.com/,info@momentsatovi.com,,,Mo-Fr 09:00-21:00,43.3172839,21.8943744
way,1189531836,TGroup,watches,Ниш,Обреновићева,5,18000,+38118208006,,,,,,,43.3201189,21.8955125
node,9528434885,Поклон дућан,watches,Ниш,Обреновићева,7,18000,+381692143578,,https://poklonducan.rs/,,,,Mo-Sa 09:00-21:00,43.3197797,21.8954063
node,13078614681,Antenika,wholesale,,,,,+381612313700,,https://antenika.rs/,info@antenika.rs,https://www.facebook.com/Antenika,https://www.instagram.com/antenika_,Mo-Fr 08:00-16:00,43.3067233,21.9444112
way,422217106,Bigz Office Group,wholesale,,,,,+38118253562,,https://bigzoffice.co.rs/,bigz.nis@bigzoffice.rs,,,Mo-Fr 07:00-15:00; Sa 09:00-13:00,43.3071237,21.9454675
node,9759201345,Farmalogist,wholesale,,,,,+381183100070,,https://www.farmalogist.rs/,office.ni@farmalogist.rs,,,,43.3043243,21.955441
node,13078614682,Medico domus,wholesale,,,,,,,https://www.medicodomus.com/,,https://www.facebook.com/medicodomus,https://www.instagram.com/medicodomus/,,43.3058434,21.9448974
way,254747691,Metro,wholesale,Ниш,Димитрија Туцовића,210,18000,+381800222022,,https://www.metro.rs/,,,,24/7,43.3184358,21.8424121
node,13078614680,Ortokon,wholesale,,,,,+38118550610,,https://ortokon.rs,info@ortokon.rs,,,,43.3071725,21.9428803
node,6276497685,PB nitom,wholesale,,Грује А. Костадиновића,15a,,+381184151501,,https://www.nitom.rs/,webprodaja@nitom.rs,,,Mo-Fr 08:00-16:00,43.3438232,21.8588223
node,13078614684,Thema sport,wholesale,,,,,+38118207372,,https://www.themasport.com/,thema-sport@ninet.rs,,,Mo-Fr 09:00-16:00,43.3072129,21.9456723
way,422218281,Trag press,wholesale,,,,,+38118512750,,http://www.tragpress.rs/,nis@tragpress.rs,,,,43.3064345,21.946013
way,422211448,Yumis,wholesale,,,,,+381183100070,,https://www.farmalogist.rs/,office.ni@farmalogist.rs,,,,43.3036549,21.9555445
node,13658777586,Detailing store,yes,,,,,+38166318880,,https://detailingstore.rs,,,,Mo-Sa 10:00-21:00,43.3231061,21.925676
way,280889727,Emmezeta,yes,Ниш,Булевар Медијана,36,18000,+381184150250,,http://www.aman.co.rs/,,,,Mo-Sa 07:30-21:30; Su 09:00-19:00,43.3127351,21.9342236
node,12768233901,Арт Петрол,yes,,Трг Синђелића,,,+381113574261,,https://www.artpetrol.rs/,office@artpetrol.rs,,,Mo-Su 07:00-19:00,43.3211493,21.9004693
node,9587990983,Завод за здравствену заштиту радника Ниш,yes,,,,,+38118232801,+38118224878;+38118537560,https://medradanis.rs/,info@medradanis.rs,,,,43.3133842,21.9162187
node,2307009415,Здравствена станица Делијски вис,yes,Ниш,Бојана Митровића,34а,18000,+38118274444,,https://www.domzdravljanis.co.rs/,,,,,43.3097758,21.9284652
way,707082201,Научно технолошки парк Ниш,yes,,Александра Медведева,2a,,,,https://ntp.rs,,,,,43.3316603,21.8942154
way,371668486,Урбан ентер,yes,Niš,Епископска,77,18000,,,https://urbanenter.rs/,,,,,43.3121211,21.900606
